date,DGS1MO,DGS3MO,DGS6MO,DGS1,DGS2,DGS3,DGS5,DGS7,DGS10,DGS20,DGS30
2022-01-03,0.05,0.1,0.22,0.4,0.73,0.97,1.26,1.44,1.63,1.94,2.06
2022-01-04,0.05,0.10030681304665637,0.21980201415546533,0.3994178390063526,0.7396934830728398,0.9831274463683707,1.2619775228914156,1.4604800547849848,1.635524431205943,1.9434445931053677,2.068168548272255
2022-01-05,0.05,0.09644570796522453,0.2158838604132843,0.39723698177068983,0.7584044380161263,0.9961419496889812,1.2938548459531232,1.4911636166534228,1.6618949462255597,1.967179254231814,2.0772686254502113
2022-01-06,0.083678845148256,0.1512242236159397,0.2678231789259333,0.43263779315769285,0.8016694216292365,1.0167652264802798,1.3225045592438744,1.5160228467651777,1.6834109776095867,2.013544461551809,2.1008246986976333
2022-01-07,0.10411717238909532,0.17391096979573478,0.2785438772627032,0.46159333827481414,0.8170637803595623,1.0340541219943424,1.3317753470469231,1.5151544692948506,1.6809241569441438,2.000392152717453,2.0635620051276917
2022-01-10,0.1389413269479094,0.1853793375405448,0.31131777475523315,0.49384160112116093,0.8266696117270073,1.0444069378928134,1.3257583805881856,1.5092888347981348,1.6664020162731792,1.9854574114574441,2.049358181148777
2022-01-11,0.15750473920016275,0.1920461274669865,0.32476792756496475,0.5017236932232693,0.8506988209652238,1.086888755141075,1.3796160012681586,1.5405301233942263,1.702069943723039,2.024439517746258,2.090390555678367
2022-01-12,0.17079297133393637,0.21553326025337594,0.3404852553519718,0.5195573469511563,0.8714877210654062,1.1029448347866166,1.3938097145629436,1.5597426863602197,1.726070036158326,2.0514888374873226,2.1199925391412626
2022-01-13,0.18560324983212623,0.2229932820085096,0.3416175865502005,0.5292471632677129,0.8730532788428141,1.115984899975551,1.3990667995448876,1.559568246307613,1.728051929029163,2.0351056096955125,2.1065716373066774
2022-01-14,0.2003130565377521,0.24781054281515538,0.37735779519153956,0.5653147222512039,0.8917337746742836,1.1316060364102891,1.3959551490379147,1.5689653735996776,1.7408451939096066,2.055465896933543,2.1324556439267894
2022-01-17,0.20942523327838908,0.24558643010695316,0.39719043447155733,0.570416865785665,0.9048273554199011,1.1564390803866675,1.3897091182002261,1.5446410019187222,1.7281097804638343,2.046712231365876,2.1280053068917506
2022-01-18,0.17396430510437427,0.22589733133260995,0.3716395631686519,0.5512990837013557,0.9153146809822249,1.1391431949088555,1.3986649512379206,1.5612892546735828,1.7555716643997339,2.073875420770589,2.160322991466342
2022-01-19,0.17614168495101148,0.23561190990170228,0.3786261450248211,0.5692569962687841,0.9288696433952998,1.159400123623067,1.415068660722135,1.5841136204465567,1.7646916733475204,2.0643372513546976,2.173440947243419
2022-01-20,0.16802113834262586,0.22622348087707894,0.364669381264892,0.5626529437011009,0.8837915809788592,1.152745699115078,1.3915773233230333,1.5593821831690677,1.746719709203489,2.0607641984860816,2.1761788969157094
2022-01-21,0.1403258863425773,0.20004373365224526,0.33725818595878443,0.5376426960141506,0.865566501290546,1.1370534262704395,1.3902233498043584,1.5525007629731549,1.7070413529836153,2.045751874500816,2.156991598709506
2022-01-24,0.13880552057176831,0.1959690269011859,0.34505614237686555,0.5435264581535565,0.8573049467153854,1.1382151694656386,1.3818651144759042,1.5421049244547937,1.704285320170511,2.0573560406772065,2.1704568021696233
2022-01-25,0.14111863869743463,0.19948231862629412,0.34552494100155573,0.53235000388615,0.8516993101375476,1.1343567382321327,1.3779089415476484,1.543223481752318,1.7040481699480639,2.0579236184180796,2.1783588410319723
2022-01-26,0.16910336572508164,0.2203665713296776,0.3708957627042861,0.5501116501758279,0.8645809546515903,1.1478403860727375,1.3803150682005494,1.547386270999729,1.694765814167262,2.064573375192385,2.1826028962994317
2022-01-27,0.15249687365309073,0.21653142367181044,0.36988944059816675,0.5298011285368092,0.852555027087611,1.1364581241141631,1.369290017635816,1.5506942541019115,1.6892710596295801,2.0585277213986792,2.163110013874627
2022-01-28,0.12265607287383055,0.17336871235873852,0.33875653870192957,0.5038168497008119,0.841875379679372,1.108887167316119,1.3377038655227556,1.548802280902563,1.7030955387263613,2.0722686128836156,2.171181185250694
2022-01-31,0.1325693693849856,0.1961341532364497,0.34946931353894395,0.5293029143609942,0.8728026844144156,1.146992959129734,1.3946676740180874,1.5885385727814811,1.7379805744835342,2.1134243755924964,2.199133494273444
2022-02-01,0.1123570736302809,0.1802869126922675,0.33468390050682345,0.5234208595077398,0.8652826778424634,1.1587218715143999,1.4049303012114014,1.6014381208809643,1.7503924047154746,2.132635839264657,2.225285821249409
2022-02-02,0.13094621443067866,0.19955559579998028,0.3545510790908679,0.5304819190408198,0.8697494888010385,1.1622332814363523,1.4148990170491826,1.6065413303485123,1.757265057977319,2.147596981109281,2.23302375250693
2022-02-03,0.1547732489629197,0.21547890777623893,0.36740992380398524,0.5259790353098823,0.8356049361725733,1.1396626770607539,1.3983412921434657,1.5886182865365777,1.7464764413030922,2.147743726268745,2.2269172124198358
2022-02-04,0.15612504772664415,0.2115635579199257,0.36686090661316295,0.5342541735942282,0.8495143386491325,1.1424435903255346,1.396984178143969,1.5884790152035209,1.747529167081848,2.1286972581699444,2.1999722698075344
2022-02-07,0.15186082736050896,0.20486419530499547,0.36898812157639105,0.5441957323863688,0.862468830918002,1.1719671695450744,1.4166634952434074,1.6037164789260883,1.7585040968000107,2.1177786011653064,2.203932951653168
2022-02-08,0.13050681577158413,0.19063820119071936,0.34172347835144273,0.5149045033434352,0.8556130709608192,1.163830738302273,1.4035277963299255,1.5929205867775358,1.7648773761503926,2.1079758292914073,2.2183118784690325
2022-02-09,0.18134128781926376,0.24966119581855775,0.38644726461559153,0.5547083013655175,0.8679767645545579,1.169913487643997,1.3999854469449353,1.5818848050308618,1.7746853276050736,2.1156216596782205,2.2300032178361002
2022-02-10,0.14902873556267288,0.20762856572559912,0.36645840806674823,0.5610480270591722,0.8698227675114582,1.1698338704156377,1.4054199258593416,1.5907564433501569,1.7867397365947113,2.1133797751115737,2.2467132149925075
2022-02-11,0.17607287792250068,0.23277989808122473,0.38592341440249067,0.5708265279593062,0.8763522058436115,1.1719744033454331,1.3976298618733498,1.5839300246517025,1.79144363244925,2.1371548582934303,2.2506160943108804
2022-02-14,0.185076008982012,0.2525127367321127,0.40079499013615233,0.5795160134186959,0.8757427360297674,1.163095441677814,1.3987715783235837,1.5626472055921294,1.7820383051416642,2.1406677837158514,2.24412886470615
2022-02-15,0.2286041166624978,0.3125292494545076,0.4489555290720814,0.6301534885614366,0.9130484238587634,1.2027434452618393,1.4326520288753664,1.591205489576903,1.8178150913372482,2.1633109815875273,2.2500421841336204
2022-02-16,0.266567110874455,0.3512089487073694,0.490166125644246,0.6695026523999347,0.9219323383837534,1.20702636275328,1.4228814168095216,1.5858983926496124,1.8161129341352917,2.163466185738431,2.240333609784476
2022-02-17,0.26180944357694347,0.3486710685686327,0.4768961583700715,0.6748966017080678,0.8928324842696304,1.1912206674469423,1.425168458553612,1.5775656491261312,1.814476571763116,2.170992643850764,2.2532938645444256
2022-02-18,0.29063659298590444,0.35064205409244986,0.5103019746094172,0.6864636035514922,0.9153008477331721,1.2122846093071715,1.4530907629826684,1.5858462970231995,1.8368677772518152,2.202929295249788,2.2569104977446988
2022-02-21,0.3002806032497197,0.352991523307067,0.5200878375801559,0.6904616345459177,0.9084641697386735,1.2103947394083645,1.4539958229984489,1.566707122294451,1.8203801471984458,2.165603427856063,2.220686767656113
2022-02-22,0.32932270652263174,0.390923170624053,0.5492116500475811,0.7137468067657805,0.9310144794721038,1.2194083958882793,1.4694366767679812,1.578643016847515,1.8153065247738214,2.152950057778553,2.2109707675087003
2022-02-23,0.3047598876844181,0.37039159991653287,0.5469777596316685,0.6945977998502023,0.9123171221771715,1.1981229517935033,1.4572816467715795,1.5557795133067953,1.7825726152387578,2.129996875123182,2.1874079649321088
2022-02-24,0.2648072247029832,0.32264254897585876,0.5247516267550103,0.6636997282152658,0.9012792926061306,1.1696555745818442,1.4602772867598646,1.544184376501164,1.7864998231001459,2.1292700635388893,2.180323255329337
2022-02-25,0.268137024377391,0.3372365599160851,0.537259629589968,0.6838684148290205,0.9362071008021032,1.1765029977772932,1.4899453708489032,1.5570448827725092,1.7844458331752036,2.1158144791345714,2.173262778547957
2022-02-28,0.3158315234522621,0.37652737628757527,0.5886788337041114,0.7087747965321896,0.9661959417138191,1.1915452805616074,1.50798678473944,1.574252315047452,1.7871436180222233,2.0959834415811063,2.1734143659009644
2022-03-01,0.32900761051331534,0.3912828574613464,0.611715128354912,0.7155982770209575,0.9887513503301433,1.2178059664888419,1.507851678863044,1.5873439885036964,1.7888140392110503,2.095502185812326,2.174422691204185
2022-03-02,0.3391391897056592,0.4000867933530793,0.625600948116643,0.7190075044625575,0.9893455638693862,1.2305604610219372,1.5031637054375055,1.5961235119211652,1.7955566220476602,2.084506052994263,2.1716604693828656
2022-03-03,0.377086791081864,0.42157857316689307,0.651793464583941,0.7525274349900481,1.0205485694463934,1.2475673369231823,1.501771526964728,1.5995814948755076,1.787728797791671,2.0545125275795484,2.128452641239799
2022-03-04,0.36345026389320007,0.4072787438146245,0.6470542517858401,0.7448561799222099,1.0176843670044318,1.2371845789401341,1.473202523422139,1.5918607475052056,1.7641225795629896,2.037374179541084,2.117353601478679
2022-03-07,0.3892126261461422,0.44097011637711203,0.658633368367134,0.7462693390681547,1.0193080665184833,1.23889329095422,1.462847454473624,1.599237543715771,1.7613434576694642,2.0400478463492266,2.122580506186525
2022-03-08,0.37142938804315234,0.43057108729698335,0.6413372963058286,0.7375679052539784,1.016656634526135,1.2525605801293396,1.4822930014623117,1.6122494555370603,1.775896752565791,2.0321396308159216,2.1175596005073403
2022-03-09,0.3669422750247651,0.43386107702652876,0.6550999022049403,0.7553602309759562,1.0308941145938406,1.272200957426708,1.498519443577197,1.6417273329904503,1.8203139806636928,2.0797402861932572,2.1666918291764214
2022-03-10,0.3777152662723859,0.44426545062748624,0.6591535194713587,0.7682766678506855,1.0402955754160377,1.2825509479882424,1.5051350037582145,1.6399192381245056,1.8516688236879775,2.107025983765239,2.193925256544174
2022-03-11,0.36253461755385424,0.421906132616587,0.6499447751899063,0.7583040892546221,1.0333963669442732,1.259453930387552,1.5009606634673744,1.624430035847195,1.8242891235345815,2.076831273775577,2.146635424467144
2022-03-14,0.40829341176074657,0.4537983495570118,0.6751006543325526,0.7740737740802616,1.0581695867078995,1.2639108733504736,1.5148617832646116,1.6219120407335077,1.8165554175254646,2.0785930156270944,2.168218164195034
2022-03-15,0.3820285672879387,0.4262832652640527,0.6549668489333976,0.7600310357562864,1.0566025072032719,1.2705278879937123,1.519841117402003,1.625757055073318,1.834480582696618,2.110549603359726,2.1942088641494912
2022-03-16,0.3687126024555705,0.42491831112398143,0.6518352817712264,0.7597430500373735,1.052213393210166,1.270706574373967,1.5139215208240446,1.6321339182912888,1.8381588323738365,2.0872406365693834,2.17720252563465
2022-03-17,0.37497529824998116,0.4391430052010623,0.6712382695749549,0.7686693834662947,1.065278934921823,1.2823679929267586,1.5337100220270603,1.6494116103220147,1.848047771320943,2.1029952204016307,2.1865227472679725
2022-03-18,0.4023371632689699,0.4825234734123751,0.7115158680061499,0.7862429367102238,1.0972344450539977,1.3124111775147516,1.5459805646313522,1.6771919299691158,1.8831793174763551,2.1184060064484296,2.203698440887186
2022-03-21,0.43188306192734033,0.5073913927470126,0.7393427763175763,0.8128959559643514,1.1245330969147291,1.325531846028007,1.5773496906920788,1.7087473964035467,1.903482940035994,2.1399033148239663,2.2129372366884548
2022-03-22,0.4406393819336128,0.5160685982779473,0.7414888486835604,0.821842212252187,1.1178266606474516,1.323950024825538,1.5612841539820483,1.7010172229343024,1.8957882685166403,2.1374775217967557,2.206634173964823
2022-03-23,0.44554184270295455,0.5302090610946456,0.7468973687459957,0.8197744827499371,1.1434312782542129,1.3455454208537365,1.5573410548853908,1.7084332700826215,1.8874263929558683,2.12827478623261,2.1953150877479137
2022-03-24,0.46700134515188024,0.5475700013224489,0.764491128227894,0.8339653469573606,1.1548819352444004,1.3604992104668165,1.5625794179555141,1.7227399557380225,1.9068671552525942,2.1296368816993043,2.202408255522412
2022-03-25,0.48408312596181324,0.5677901177879915,0.7851049570748455,0.865258065493744,1.189818435368516,1.3828235359228849,1.6000106809423262,1.7553246481341638,1.919016992420006,2.139486727802263,2.2142595734781927
2022-03-28,0.4920616575146099,0.5863367797214577,0.8136368141895284,0.867585580104495,1.1847782445360937,1.3890753968667646,1.6055555498591916,1.7508723844526966,1.9254845827377574,2.1210330899586434,2.2111746440043305
2022-03-29,0.4968367328900634,0.6112250067799562,0.8419701713458404,0.87545411531427,1.1946440172210404,1.4087450840016627,1.6102773845632272,1.7534643538830017,1.9221703895121827,2.0948310984450735,2.197650376943523
2022-03-30,0.47877044250929063,0.596140089535623,0.8436459960141373,0.857706934658293,1.1957863512825677,1.4016674884367348,1.603124900698797,1.752912873614374,1.9141264908395366,2.084881434074779,2.1900735530559663
2022-03-31,0.4827532874787517,0.596034055406733,0.836582758701533,0.8471645331325847,1.2078509720781219,1.3966915387601846,1.575018619697641,1.726993844589832,1.9067517626361052,2.0836127133681677,2.1909092016406135
2022-04-01,0.49171574660689693,0.60672513159239,0.8507782015207215,0.8588809282736042,1.2021520431627712,1.4085225357554947,1.5881381888880501,1.7532928580507718,1.9629243438487678,2.127466555511217,2.2323388881781234
